A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,y
11.0,0.52,6.4,3.18,29.0,0.42,0.16,0.036,0.9908,1.0,113.0,0
11.6,0.62,7.0,3.31,42.0,0.35,0.29,0.036,0.99119,1.4,109.0,0
9.8,0.37,7.6,3.09,37.0,0.29,0.27,0.059,0.99328,2.5,115.0,1
11.5,0.46,6.8,3.18,39.0,0.41,0.22,0.034,0.99245,6.7,116.0,0
11.6,0.38,7.7,3.04,46.0,0.49,0.27,0.037,0.99116,3.8,139.0,0
11.3,0.54,6.7,3.06,52.0,0.45,0.13,0.043,0.99162,4.2,131.0,0
9.9,0.53,6.7,3.08,64.0,0.37,0.24,0.043,0.99632,11.3,173.0,0
11.4,0.5,7.1,3.03,54.0,0.4,0.38,0.042,0.99177,2.2,201.0,1
9.2,0.5,7.4,3.1,39.0,0.31,0.19,0.045,0.9986,14.5,193.0,0
9.2,0.5,7.4,3.1,39.0,0.31,0.19,0.045,0.9986,14.5,193.0,0
9.2,0.5,7.4,3.1,39.0,0.31,0.19,0.045,0.9986,14.5,193.0,0
9.2,0.5,7.4,3.1,39.0,0.31,0.19,0.045,0.9986,14.5,193.0,0
9.2,0.5,7.4,3.1,39.0,0.31,0.19,0.045,0.9986,14.5,193.0,0
9.2,0.5,7.4,3.1,39.0,0.31,0.19,0.045,0.9986,14.5,193.0,0
13.0,0.42,6.3,3.21,24.0,0.32,0.32,0.03,0.98923,1.5,101.0,1
9.6,0.44,5.9,3.34,60.0,0.12,0.24,0.035,0.99358,1.4,247.0,0
11.8,0.42,8.1,3.11,34.0,0.32,0.24,0.03,0.99407,10.5,105.0,0
10.2,0.39,5.8,3.21,39.0,0.2,0.23,0.043,0.99226,2.0,154.0,0
12.7,0.53,7.5,3.32,26.0,0.36,0.33,0.051,0.99097,2.6,126.0,0
9.4,0.56,6.6,3.31,42.0,0.36,0.38,0.061,0.9976,9.2,214.0,1
10.2,0.38,6.4,3.1,21.0,0.29,0.15,0.044,0.99166,1.8,115.0,1
10.9,0.59,6.1,3.45,40.0,0.31,0.22,0.039,0.99193,1.4,129.0,1
9.4,0.56,6.6,3.31,42.0,0.36,0.38,0.061,0.9976,9.2,214.0,1
11.4,0.47,7.4,3.06,23.0,0.32,0.16,0.065,0.99134,1.4,140.0,0
10.2,0.38,6.4,3.1,21.0,0.29,0.15,0.044,0.99166,1.8,115.0,1
12.8,0.52,6.5,3.13,20.0,0.3,0.32,0.051,0.98964,2.3,127.0,0
9.4,0.45,6.6,2.93,35.0,0.14,0.2,0.184,0.99396,4.4,168.0,0
12.2,0.23,8.0,2.91,38.0,0.25,0.34,0.035,0.99148,6.4,103.0,0
9.4,0.45,6.6,2.93,35.0,0.14,0.2,0.184,0.99396,4.4,168.0,0
9.4,0.48,6.6,3.14,60.0,0.42,0.28,0.044,0.99562,8.2,196.0,1
11.4,0.38,7.8,3.08,10.0,0.37,0.25,0.043,0.99128,1.0,80.0,1
9.4,0.48,6.6,3.14,59.0,0.41,0.28,0.046,0.99558,7.0,194.0,1
10.1,0.56,7.3,3.38,19.0,0.28,0.25,0.043,0.99338,1.5,113.0,0
9.4,0.48,6.6,3.14,59.0,0.41,0.28,0.046,0.99558,7.0,194.0,1
9.4,0.48,6.6,3.14,60.0,0.42,0.28,0.044,0.99562,8.2,196.0,1
9.2,0.45,6.5,3.17,54.0,0.5,0.25,0.047,0.99572,7.6,184.0,1
11.8,0.44,6.3,3.34,43.0,0.35,0.24,0.039,0.99056,2.3,109.0,0
11.4,0.38,7.8,3.08,10.0,0.37,0.25,0.043,0.99128,1.0,80.0,1
12.3,0.32,6.6,3.13,26.0,0.28,0.24,0.032,0.99172,6.7,91.0,0
10.6,0.43,6.4,3.2,19.0,0.28,0.35,0.039,0.99539,12.6,124.0,0
9.1,0.54,6.6,3.23,66.0,0.38,0.435,0.058,0.99833,9.2,243.0,0
12.0,0.48,5.8,3.16,31.0,0.37,0.18,0.036,0.98942,1.1,96.0,0
11.2,0.47,5.6,3.24,32.0,0.32,0.32,0.043,0.99266,8.3,105.0,0
10.4,0.49,5.1,3.5,48.0,0.28,0.21,0.047,0.99168,1.4,148.0,1
10.4,0.54,7.5,3.06,29.0,0.36,0.29,0.05,0.9968,15.7,124.0,1
12.7,0.5,6.0,3.29,15.0,0.33,0.26,0.04,0.98934,4.35,80.0,0
12.0,0.5,7.1,3.14,15.0,0.31,0.17,0.037,0.991,1.6,103.0,0
11.6,0.51,6.9,3.16,13.0,0.3,0.17,0.047,0.99152,2.0,117.0,0
10.2,0.42,6.6,3.15,62.0,0.28,0.17,0.042,0.99204,1.8,178.0,1
11.5,0.42,6.4,3.3,18.0,0.29,0.24,0.038,0.9906,1.0,122.0,1
11.0,0.5,6.7,3.02,36.0,0.34,0.21,0.049,0.99091,1.4,112.0,0
10.1,0.52,6.7,3.11,45.0,0.33,0.23,0.048,0.99472,8.1,176.0,0
10.5,0.52,6.8,3.08,47.0,0.32,0.23,0.046,0.99452,8.6,159.0,0
9.9,0.55,5.1,3.18,42.0,0.22,0.165,0.047,0.9934,5.7,146.0,0
11.4,0.41,6.6,3.05,23.0,0.25,0.425,0.034,0.99082,2.35,87.0,0
9.5,0.6,6.9,3.0,52.0,0.29,0.38,0.048,0.99784,13.65,189.0,0
9.5,0.6,6.9,3.0,52.0,0.29,0.38,0.048,0.99784,13.65,189.0,0
9.5,0.6,6.9,3.0,52.0,0.29,0.38,0.048,0.99784,13.65,189.0,0
10.9,0.39,7.2,3.17,6.0,0.28,0.27,0.046,0.99665,15.2,41.0,0
9.5,0.47,7.6,3.08,23.0,0.27,0.17,0.05,0.99422,4.6,98.0,0
12.6,0.54,6.2,3.32,19.0,0.31,0.3,0.048,0.98999,1.2,125.0,0
9.5,0.47,7.6,3.08,23.0,0.27,0.17,0.05,0.99422,4.6,98.0,0
11.1,0.42,6.5,3.18,34.0,0.32,0.26,0.059,0.99254,6.65,104.0,1
9.5,0.6,6.9,3.0,52.0,0.29,0.38,0.048,0.99784,13.65,189.0,0
10.6,0.51,6.8,3.13,64.0,0.24,0.18,0.058,0.9952,9.8,188.0,0
10.6,0.5,6.7,3.12,64.0,0.24,0.18,0.057,0.99519,10.3,185.0,0
10.8,0.52,6.6,3.15,43.0,0.21,0.16,0.055,0.99384,6.7,157.0,0
10.9,0.39,7.2,3.17,6.0,0.28,0.27,0.046,0.99665,15.2,41.0,0
9.9,0.5,6.4,3.34,26.0,0.27,0.17,0.047,0.99596,9.9,101.0,0
11.3,0.59,7.2,3.08,41.0,0.28,0.22,0.06,0.9935,7.2,132.0,0
12.6,0.38,6.0,3.22,47.0,0.28,0.22,0.034,0.98862,1.1,90.0,0
12.5,0.39,6.7,2.96,29.0,0.28,0.36,0.034,0.99151,8.3,81.0,0
12.4,0.38,6.5,3.02,31.0,0.28,0.43,0.032,0.9922,11.25,87.0,0
12.2,0.53,5.3,3.18,26.0,0.23,0.32,0.026,0.99168,9.65,119.0,0
10.7,0.37,6.8,3.19,54.0,0.28,0.2,0.048,0.99556,12.6,136.0,0
12.5,0.39,6.7,2.96,29.0,0.28,0.36,0.034,0.99151,8.3,81.0,0
12.4,0.38,6.5,3.02,31.0,0.28,0.43,0.032,0.9922,11.25,87.0,0
9.9,0.5,6.4,3.34,26.0,0.27,0.17,0.047,0.99596,9.9,101.0,0
11.3,0.59,7.2,3.08,41.0,0.28,0.22,0.06,0.9935,7.2,132.0,0
12.6,0.38,6.0,3.22,47.0,0.28,0.22,0.034,0.98862,1.1,90.0,0
11.5,0.38,6.0,3.14,38.0,0.26,0.2,0.033,0.98954,1.1,67.0,0
12.2,0.42,6.2,2.97,31.0,0.21,0.3,0.032,0.9889,1.1,111.0,0
13.2,0.43,6.0,3.08,30.0,0.25,0.29,0.033,0.98794,1.4,114.0,0
10.2,0.45,6.6,3.13,53.0,0.28,0.18,0.041,0.99207,1.7,161.0,0
13.2,0.43,6.0,3.08,30.0,0.25,0.29,0.033,0.98794,1.4,114.0,0
12.2,0.42,6.2,2.97,31.0,0.21,0.3,0.032,0.9889,1.1,111.0,0
11.0,0.5,5.6,3.47,51.0,0.26,0.15,0.051,0.99336,5.55,139.0,0
9.5,0.44,5.9,3.32,57.0,0.21,0.19,0.045,0.99341,1.7,135.0,1
10.2,0.53,7.8,3.25,38.0,0.26,0.22,0.047,0.997,9.0,132.0,0
10.2,0.45,6.6,3.13,53.0,0.28,0.18,0.041,0.99207,1.7,161.0,0
11.4,0.55,7.0,3.0,51.0,0.25,0.4,0.05,0.99174,1.8,189.0,0
9.2,0.43,7.6,3.01,87.0,0.49,0.36,0.046,0.9984,11.3,221.0,1
11.2,0.55,6.4,3.38,50.0,0.32,0.22,0.046,0.99316,4.9,156.0,0
10.6,0.56,6.8,3.25,42.0,0.3,0.23,0.044,0.9946,6.95,179.0,0
11.8,0.45,6.4,3.06,34.0,0.31,0.32,0.037,0.99,1.9,126.0,0
9.2,0.43,7.6,3.01,87.0,0.49,0.36,0.046,0.9984,11.3,221.0,1
12.6,0.54,8.8,2.95,22.0,0.35,0.39,0.096,0.99016,1.8,80.0,0
12.3,0.37,6.9,3.0,35.0,0.3,0.29,0.026,0.99144,8.2,112.0,0
12.4,0.37,6.7,2.98,35.0,0.26,0.38,0.036,0.9919,9.55,91.0,0
12.3,0.42,8.0,2.93,35.0,0.3,0.28,0.03,0.99192,8.4,115.0,0
9.1,0.53,6.5,3.2,52.0,0.45,0.25,0.048,0.99576,7.8,188.0,1
9.1,0.54,6.6,3.2,48.0,0.46,0.26,0.047,0.9958,7.8,186.0,1
10.6,0.47,7.4,3.1,43.0,0.28,0.29,0.032,0.9951,10.2,138.0,0
10.3,0.47,6.3,3.19,44.0,0.29,0.19,0.042,0.99304,5.5,189.0,0
9.5,0.65,6.1,3.39,52.0,0.32,0.33,0.052,0.99657,7.8,183.0,1
11.1,0.49,5.6,3.25,25.0,0.33,0.32,0.037,0.99268,7.4,95.0,0
10.8,0.51,7.7,3.12,18.0,0.18,0.46,0.054,0.99392,3.3,143.0,0
11.2,0.47,8.8,2.94,34.0,0.3,0.19,0.028,0.99242,5.0,120.0,1
10.8,0.51,7.7,3.12,18.0,0.18,0.46,0.054,0.99392,3.3,143.0,0
11.4,0.49,8.8,2.87,52.0,0.25,0.27,0.024,0.9925,5.0,99.0,1
11.2,0.52,5.8,3.21,9.0,0.28,0.18,0.034,0.99092,1.3,94.0,0
10.2,0.5,5.8,3.19,14.0,0.32,0.15,0.037,0.99137,1.2,119.0,0
11.1,0.49,5.6,3.25,25.0,0.33,0.32,0.037,0.99268,7.4,95.0,0
9.5,0.65,6.1,3.39,52.0,0.32,0.33,0.052,0.99657,7.8,183.0,1
10.2,0.49,7.1,3.12,63.0,0.3,0.32,0.041,0.99642,9.9,192.0,0
9.8,0.57,6.0,3.05,37.0,0.17,0.14,0.036,0.99373,5.6,127.0,0
10.1,0.51,6.8,3.11,56.0,0.29,0.24,0.042,0.99586,9.5,157.0,0
8.8,0.75,6.7,2.95,31.0,0.48,0.21,0.05,0.99942,14.8,195.0,0
9.8,0.51,7.2,3.1,34.0,0.4,0.37,0.032,0.9963,11.6,214.0,0
9.8,0.51,7.2,3.1,34.0,0.4,0.37,0.032,0.9963,11.6,214.0,0
8.5,0.44,7.6,3.01,30.0,0.49,0.28,0.06,1.00196,20.15,145.0,1
9.1,0.78,7.1,3.35,48.0,0.39,0.18,0.051,0.99947,14.5,156.0,1
12.5,0.71,6.4,3.36,18.0,0.27,0.32,0.034,0.9916,4.9,122.0,0
9.1,0.78,7.1,3.34,47.0,0.4,0.17,0.047,0.99945,14.55,156.0,0
9.1,0.78,7.1,3.34,47.0,0.4,0.17,0.047,0.99945,14.55,156.0,0
11.2,0.5,5.8,3.33,63.0,0.26,0.24,0.039,0.99375,10.05,162.0,0
12.5,0.71,6.4,3.36,18.0,0.27,0.32,0.034,0.9916,4.9,122.0,0
9.1,0.78,7.1,3.35,48.0,0.39,0.18,0.051,0.99947,14.5,156.0,1
9.1,0.78,7.1,3.34,47.0,0.4,0.17,0.047,0.99945,14.55,156.0,0
9.1,0.77,7.1,3.34,45.0,0.39,0.18,0.047,0.99946,15.25,158.0,0
11.5,0.35,7.8,3.24,41.0,0.29,0.29,0.044,0.99153,3.15,117.0,1
12.5,0.39,8.2,2.95,19.0,0.29,0.34,0.076,0.99138,5.2,92.0,0
12.3,0.33,6.5,3.25,26.0,0.28,0.24,0.034,0.98928,1.1,83.0,0
11.4,0.85,6.9,3.1,20.0,0.23,0.24,0.041,0.99246,7.1,97.0,0
9.4,0.45,6.7,3.22,24.0,0.22,0.4,0.052,0.99576,8.8,113.0,1
9.1,0.53,6.7,3.11,65.0,0.44,0.3,0.057,0.99956,18.5,224.0,1
9.4,0.45,6.7,3.22,24.0,0.22,0.4,0.052,0.99576,8.8,113.0,1
12.0,0.66,6.8,3.16,35.0,0.32,0.17,0.04,0.99026,1.4,106.0,1
11.1,0.53,7.1,3.18,31.0,0.28,0.25,0.04,0.99174,1.2,111.0,1
11.4,0.32,6.0,3.24,36.0,0.22,0.16,0.042,0.9905,1.6,106.0,0
9.1,0.53,6.7,3.11,65.0,0.44,0.3,0.057,0.99956,18.75,224.0,1
10.4,0.44,7.3,3.15,34.0,0.3,0.34,0.057,0.99554,9.4,178.0,0
9.2,0.36,6.0,3.12,33.0,0.29,0.17,0.044,0.99536,9.7,98.0,0
10.0,0.7,8.0,3.23,13.0,0.48,0.24,0.047,0.99616,6.8,134.0,1
11.1,0.49,5.6,3.25,23.0,0.3,0.34,0.038,0.99266,6.9,89.0,0
12.4,0.35,5.8,3.26,40.0,0.0,0.54,0.033,0.98918,1.4,107.0,1
12.2,0.38,7.3,2.9,29.0,0.24,0.23,0.031,0.98926,0.9,86.0,0
10.6,0.52,6.0,3.06,60.0,0.13,0.39,0.042,0.99114,1.2,172.0,1
9.2,0.3,7.6,2.99,68.0,0.28,0.22,0.056,0.9983,12.0,143.0,0
10.5,0.56,6.8,2.98,41.0,0.4,0.19,0.055,0.99532,9.85,103.0,0
12.9,0.45,6.8,3.24,38.0,0.34,0.17,0.04,0.99,2.0,111.0,0
9.6,0.51,6.9,3.12,52.0,0.41,0.29,0.046,0.99537,7.8,171.0,1
12.9,0.45,6.8,3.25,41.0,0.34,0.19,0.04,0.99,1.9,108.0,0
12.9,0.45,6.8,3.24,38.0,0.34,0.17,0.04,0.99,2.0,111.0,0
8.8,0.45,6.6,3.04,54.0,0.27,0.24,0.047,0.99742,10.3,219.0,1
9.2,0.3,7.6,2.99,68.0,0.28,0.22,0.056,0.9983,12.0,143.0,0
10.5,0.56,6.8,2.98,41.0,0.4,0.19,0.055,0.99532,9.85,103.0,0
10.5,0.59,6.7,3.3,24.0,0.36,0.16,0.045,0.99284,2.0,131.0,0
9.5,0.5,6.5,3.05,36.0,0.19,0.22,0.064,0.99297,1.1,191.0,0
9.8,0.56,6.2,3.31,22.0,0.45,0.36,0.06,0.99711,10.4,184.0,0
9.8,0.56,6.2,3.31,22.0,0.45,0.36,0.06,0.99711,10.4,184.0,0
10.4,0.45,5.8,3.26,36.0,0.3,0.22,0.047,0.992,1.1,131.0,1
11.7,0.39,6.9,3.07,16.0,0.33,0.28,0.039,0.9904,1.2,98.0,0
9.5,0.5,6.5,3.05,36.0,0.19,0.22,0.064,0.99297,1.1,191.0,0
11.7,0.46,7.8,3.03,25.0,0.2,0.2,0.036,0.99088,1.4,83.0,0
11.2,0.32,8.0,3.09,24.0,0.44,0.2,0.057,0.99158,1.0,111.0,0
10.9,0.52,6.7,3.34,42.0,0.36,0.24,0.042,0.99473,8.4,123.0,0
12.0,0.5,7.7,3.29,42.0,1.0,0.43,0.032,0.99742,19.95,164.0,0
10.5,0.53,6.4,3.38,18.0,0.36,0.3,0.052,0.99273,2.0,141.0,0
10.9,0.52,6.7,3.34,42.0,0.36,0.24,0.042,0.99473,8.4,123.0,0
9.1,0.57,6.7,3.14,30.0,0.45,0.29,0.054,0.99869,14.3,181.0,1
10.9,0.57,7.5,3.36,21.0,0.28,0.33,0.042,0.99385,4.9,155.0,0
9.1,0.57,6.7,3.14,30.0,0.45,0.29,0.054,0.99869,14.3,181.0,1
9.9,0.55,6.4,3.17,66.0,0.25,0.26,0.046,0.99606,10.7,179.0,0
10.5,0.56,7.0,2.98,75.0,0.24,0.22,0.041,0.99508,11.0,167.0,0
11.0,0.68,6.3,3.49,30.0,0.31,0.21,0.043,0.99158,1.2,117.0,0
13.0,0.43,7.9,2.99,13.0,0.28,0.35,0.032,0.9932,12.9,63.0,0
13.6,0.41,7.7,2.93,28.0,0.23,0.38,0.03,0.99164,10.8,95.0,0
11.1,0.52,7.5,3.19,26.0,0.41,0.2,0.05,0.99133,1.2,131.0,1
9.1,0.3,6.0,3.05,101.0,0.15,0.23,0.048,0.99571,9.7,207.0,1
9.4,0.46,6.6,3.2,55.0,0.41,0.32,0.048,0.99537,7.2,178.0,1
9.1,0.3,6.0,3.05,101.0,0.15,0.23,0.048,0.99571,9.7,207.0,1
11.6,0.4,5.3,3.37,40.0,0.27,0.36,0.028,0.99186,6.3,132.0,0
11.6,0.4,5.3,3.37,40.0,0.27,0.36,0.028,0.99186,6.3,132.0,0
12.4,0.35,8.9,3.01,29.0,0.28,0.27,0.024,0.98984,0.8,128.0,0
9.8,0.32,7.6,3.11,65.0,0.29,0.23,0.053,0.9963,8.6,146.0,0
9.7,0.53,7.2,3.14,45.0,0.35,0.31,0.046,0.9955,7.2,178.0,1
9.2,0.48,6.4,3.15,49.0,0.44,0.28,0.048,0.99528,7.1,179.0,1
11.7,0.78,7.2,3.1,17.0,0.46,0.23,0.036,0.99279,6.4,85.0,0
10.6,0.37,6.6,3.14,50.0,0.3,0.22,0.045,0.99704,14.7,136.0,0
9.7,0.53,7.2,3.14,45.0,0.35,0.31,0.046,0.9955,7.2,178.0,1
9.2,0.48,6.4,3.15,49.0,0.44,0.28,0.048,0.99528,7.1,179.0,1
10.9,0.39,7.2,3.1,30.0,0.28,0.24,0.032,0.9914,1.9,92.0,0
10.1,0.51,6.2,3.23,28.0,0.47,0.27,0.146,0.99224,1.2,105.0,1
12.7,0.33,7.2,3.03,27.0,0.31,0.27,0.031,0.98892,1.2,80.0,0
13.0,0.37,7.8,2.98,27.0,0.25,0.28,0.024,0.98959,3.4,99.0,0
11.2,0.33,8.1,3.16,43.0,0.27,0.26,0.03,0.99212,4.3,123.0,0
9.4,0.48,6.6,3.2,46.0,0.37,0.23,0.036,0.99576,8.5,153.0,0
11.0,0.53,6.0,3.41,49.0,0.2,0.33,0.031,0.9919,1.8,159.0,0
11.0,0.53,6.0,3.41,49.0,0.2,0.33,0.031,0.9919,1.8,159.0,0
9.2,0.48,7.3,3.1,69.0,0.29,0.2,0.039,1.00037,19.5,237.0,0
9.4,0.48,6.6,3.2,46.0,0.37,0.23,0.036,0.99576,8.5,153.0,0
9.2,0.48,7.3,3.1,69.0,0.29,0.2,0.039,1.00037,19.9,237.0,0
12.3,0.45,6.2,3.22,24.0,0.19,0.47,0.029,0.992,8.3,142.0,0
11.0,0.53,6.0,3.41,49.0,0.2,0.33,0.031,0.9919,1.8,159.0,0
10.0,0.67,7.2,3.04,48.0,0.32,0.14,0.022,0.99218,1.1,116.0,0
9.0,0.48,5.7,3.24,39.0,0.22,0.22,0.044,0.99855,16.65,110.0,0
9.0,0.48,5.7,3.24,39.0,0.22,0.22,0.044,0.99855,16.65,110.0,0
9.0,0.48,5.7,3.24,39.0,0.22,0.22,0.044,0.99855,16.65,110.0,0
11.1,0.36,8.1,2.92,49.0,0.28,0.2,0.023,0.99062,0.9,87.0,0
9.9,0.6,5.8,3.06,27.0,0.15,0.14,0.042,0.99362,6.1,123.0,0
11.1,0.36,8.1,2.92,49.0,0.28,0.2,0.023,0.99062,0.9,87.0,0
9.0,0.48,5.7,3.24,39.0,0.22,0.22,0.044,0.99855,16.65,110.0,0
12.9,0.62,6.6,3.11,19.0,0.28,0.64,0.032,0.99036,4.4,78.0,0
9.0,0.35,7.0,2.86,23.0,0.12,0.48,0.05,0.99398,4.5,86.0,1
12.4,0.33,7.6,3.01,42.0,0.34,0.37,0.028,0.9903,3.2,162.0,0
9.0,0.35,7.0,2.86,23.0,0.12,0.48,0.05,0.99398,4.5,86.0,1
12.9,0.62,6.6,3.11,19.0,0.28,0.64,0.032,0.99036,4.4,78.0,0
11.2,0.36,8.0,2.99,15.0,0.27,0.25,0.036,0.99406,9.7,85.0,0
12.6,0.41,7.6,3.0,7.0,0.28,0.38,0.029,0.9906,4.2,112.0,0
11.5,0.39,6.9,3.12,20.0,0.27,0.26,0.031,0.99089,4.2,80.0,0
11.2,0.36,8.0,2.99,15.0,0.27,0.25,0.036,0.99406,9.7,85.0,0
11.5,0.39,6.9,3.12,20.0,0.27,0.26,0.031,0.99089,4.2,80.0,0
12.6,0.41,7.6,3.0,7.0,0.28,0.38,0.029,0.9906,4.2,112.0,0
11.9,0.48,7.8,3.15,20.0,0.4,0.31,0.027,0.9911,1.6,87.0,0
10.1,0.52,8.1,3.18,24.0,0.21,0.17,0.036,0.99396,1.6,119.0,0
10.6,0.56,7.4,3.14,35.0,0.36,0.28,0.048,0.9968,14.6,161.0,1
11.1,0.35,7.5,2.92,33.0,0.21,0.3,0.026,0.99244,6.55,143.0,1
12.3,0.46,6.3,3.3,12.0,0.32,0.32,0.037,0.98993,1.5,76.0,0
10.4,0.53,7.7,3.26,15.0,0.3,0.24,0.041,0.9929,1.4,102.0,0
9.5,0.5,6.8,2.85,21.0,0.71,0.19,0.042,0.99784,17.5,114.0,0
9.5,0.5,6.8,2.85,21.0,0.71,0.19,0.042,0.99784,17.5,114.0,0
9.5,0.5,6.8,2.85,21.0,0.71,0.19,0.042,0.99784,17.5,114.0,0
10.8,0.45,6.4,3.31,28.0,0.36,0.28,0.053,0.99211,1.3,186.0,1
10.8,0.37,6.6,3.18,54.0,0.28,0.19,0.042,0.99492,11.8,137.0,0
9.4,0.57,6.6,3.3,49.0,0.38,0.39,0.053,0.99787,9.7,226.0,0
9.9,0.35,6.8,3.2,32.0,0.3,0.12,0.049,0.99654,12.9,88.0,0
10.4,0.6,6.6,3.35,28.0,0.24,0.26,0.038,0.9952,7.2,137.0,0
12.5,0.36,7.4,2.93,31.0,0.23,0.36,0.017,0.9892,1.9,69.0,0
9.4,0.47,6.7,3.04,35.0,0.48,0.35,0.056,0.99628,8.8,167.0,1
9.2,0.6,6.4,3.11,41.0,0.24,0.38,0.047,0.99604,7.2,151.0,1
11.2,0.54,6.8,3.27,30.0,0.18,0.14,0.047,0.99164,1.4,90.0,0
9.2,0.46,7.0,2.91,27.0,0.25,0.16,0.044,0.998,14.3,149.0,0
9.2,0.46,7.0,2.91,27.0,0.25,0.16,0.044,0.998,14.3,149.0,0
9.4,0.47,6.7,3.04,35.0,0.48,0.35,0.056,0.99628,8.8,167.0,1
11.2,0.54,6.8,3.27,30.0,0.18,0.14,0.047,0.99164,1.4,90.0,0
10.8,0.55,6.8,3.27,31.0,0.18,0.16,0.046,0.99226,1.8,114.0,0
9.2,0.46,7.0,2.91,27.0,0.25,0.16,0.044,0.998,14.3,149.0,0
9.2,0.6,6.4,3.11,41.0,0.24,0.38,0.047,0.99604,7.2,151.0,1
12.5,0.36,7.2,2.96,11.0,0.3,0.24,0.037,0.98914,1.2,95.0,0
9.3,0.54,7.7,3.0,66.0,0.61,0.32,0.041,0.99794,11.8,188.0,1
11.4,0.5,7.0,3.21,20.0,0.33,0.29,0.041,0.99048,0.9,117.0,1
10.6,0.42,6.8,3.06,27.0,0.28,0.45,0.031,1.00295,26.05,122.0,0
12.5,0.36,7.2,2.96,11.0,0.3,0.24,0.037,0.98914,1.2,95.0,0
10.6,0.42,6.8,3.06,27.0,0.28,0.45,0.031,1.00295,26.05,122.0,0
9.3,0.54,7.7,3.0,66.0,0.61,0.32,0.041,0.99794,11.8,188.0,1
11.4,0.5,7.0,3.21,20.0,0.33,0.29,0.041,0.99048,0.9,117.0,1
9.5,0.43,6.4,3.24,61.0,0.2,0.37,0.117,0.99459,5.6,183.0,1
9.5,0.43,6.4,3.24,57.0,0.2,0.38,0.117,0.99459,5.3,181.0,0
9.5,0.43,6.4,3.24,61.0,0.2,0.36,0.118,0.9946,5.7,172.0,0
10.8,0.38,6.6,3.06,21.0,0.25,0.3,0.036,0.99362,8.0,124.0,0
10.8,0.38,6.6,3.06,21.0,0.25,0.3,0.036,0.99362,8.0,124.0,0
8.8,0.47,6.5,3.2,34.0,0.51,0.21,0.045,0.99966,17.6,125.0,0
10.8,0.38,6.6,3.06,21.0,0.25,0.3,0.036,0.99362,8.0,124.0,0
12.4,0.38,5.8,3.29,33.0,0.0,0.58,0.02,0.98918,1.5,96.0,0
10.0,0.44,6.7,3.12,32.0,0.32,0.13,0.017,0.99348,3.7,99.0,0
11.0,0.56,6.8,3.12,42.0,0.33,0.19,0.047,0.99283,4.9,130.0,0
10.5,0.88,6.0,3.16,56.0,0.4,0.25,0.052,0.99398,5.7,152.0,0
10.5,0.88,6.0,3.16,56.0,0.4,0.25,0.052,0.99398,5.7,152.0,0
11.0,0.56,6.8,3.12,42.0,0.33,0.19,0.047,0.99283,4.9,130.0,0
11.3,0.44,5.9,3.16,50.0,0.28,0.18,0.039,0.99165,5.1,139.0,0
11.1,0.37,7.3,2.9,30.0,0.25,0.31,0.032,0.99244,6.65,138.0,1
12.3,0.47,7.0,3.26,34.0,0.37,0.29,0.035,0.99058,1.6,126.0,0
8.8,0.48,6.3,3.13,51.0,0.17,0.32,0.06,0.99916,17.75,190.0,0
9.5,0.61,6.6,3.27,17.0,0.33,0.085,0.036,0.99306,1.4,109.0,0
8.8,0.48,6.3,3.13,51.0,0.17,0.32,0.06,0.99916,17.75,190.0,0
10.4,0.44,6.8,3.42,17.0,0.32,0.18,0.047,0.99498,7.2,109.0,0
10.0,0.47,6.7,3.5,26.0,0.39,0.22,0.049,0.99346,1.2,152.0,0
12.4,0.54,6.5,3.16,59.0,0.31,0.26,0.034,0.98944,1.3,145.0,0
11.2,0.36,6.5,3.07,2.0,0.26,0.27,0.03,0.99402,11.0,82.0,1
9.4,0.52,6.2,3.14,61.0,0.18,0.21,0.044,0.99655,11.6,155.0,0
9.1,0.55,6.6,3.32,26.0,0.2,0.34,0.053,0.99336,1.0,112.0,1
10.4,0.43,5.6,3.25,42.0,0.19,0.25,0.049,0.992,2.4,166.0,0
12.2,0.44,6.9,3.28,29.0,0.58,0.58,0.032,0.99275,8.2,169.0,0
8.7,0.51,7.2,3.1,19.0,0.25,0.23,0.085,1.00044,18.8,111.0,1
10.2,0.78,6.8,3.24,79.5,0.41,0.15,0.044,0.99742,12.9,183.0,0
10.2,0.78,6.8,3.24,79.5,0.41,0.15,0.044,0.99742,12.9,183.0,0
10.2,0.78,6.8,3.24,79.5,0.41,0.15,0.044,0.99742,12.9,183.0,0
9.8,0.5,7.6,3.09,27.0,0.37,0.3,0.087,0.99438,1.6,177.0,1
10.8,0.34,6.0,3.15,39.0,0.27,0.16,0.03,0.99402,12.0,98.0,1
12.5,0.56,7.1,3.32,41.0,0.35,0.21,0.04,0.99128,2.5,186.0,0
11.4,0.41,7.4,2.98,23.0,0.26,0.22,0.027,0.9931,8.8,112.0,0
8.7,0.51,7.2,3.1,19.0,0.25,0.23,0.085,1.00044,18.8,111.0,1
11.0,0.68,6.4,3.17,61.0,0.4,0.15,0.053,0.99112,1.3,146.0,0
10.2,0.78,6.8,3.24,79.5,0.41,0.15,0.044,0.99742,12.9,182.0,0
11.6,0.74,6.3,3.06,32.0,0.34,0.22,0.036,0.98961,1.2,96.0,0
9.8,0.5,7.6,3.09,27.0,0.37,0.3,0.087,0.99438,1.6,177.0,1
