A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,y
11.5,0.59,7.0,3.43,10.0,0.09,0.54,0.081,0.99479,2.0,16.0,0
10.8,0.49,6.6,3.35,9.0,0.09,0.725,0.117,0.99655,5.5,17.0,0
10.5,0.5,9.4,3.15,6.0,0.47,0.4,0.087,0.99772,2.5,20.0,1
10.8,0.49,6.6,3.35,9.0,0.09,0.725,0.117,0.99655,5.5,17.0,0
9.4,0.52,8.6,3.2,5.0,0.38,0.52,0.096,0.99666,1.5,18.0,1
9.4,0.52,8.6,3.2,5.0,0.38,0.52,0.096,0.99666,1.5,18.0,1
12.4,0.78,8.4,3.11,23.0,0.42,0.34,0.072,0.99392,2.1,36.0,0
12.0,0.63,7.4,3.35,14.0,0.27,0.49,0.071,0.99388,2.1,25.0,0
11.2,0.54,6.1,3.45,18.0,0.09,0.48,0.078,0.99402,1.7,30.0,0
12.0,0.63,7.4,3.35,14.0,0.27,0.49,0.071,0.99388,2.1,25.0,0
12.4,0.66,8.0,3.28,16.0,0.34,0.48,0.073,0.9936,2.2,25.0,0
12.8,0.6,6.3,3.41,13.0,0.28,0.57,0.048,0.99374,2.1,49.0,1
12.3,0.54,8.2,3.21,9.0,0.42,0.23,0.069,0.99376,1.9,17.0,0
9.5,0.49,8.1,3.36,4.0,0.1,0.78,0.09,0.99855,3.3,13.0,1
10.8,0.76,10.8,3.17,27.0,0.43,0.47,0.171,0.9982,2.1,66.0,0
10.0,0.64,8.3,3.25,6.0,0.0,0.53,0.07,0.99593,1.4,14.0,0
11.0,0.71,7.9,3.29,6.0,0.41,0.33,0.056,0.99396,1.5,35.0,0
9.5,0.59,8.9,3.12,3.0,0.39,0.24,0.074,0.99698,1.6,10.0,0
13.6,0.66,5.0,3.49,29.0,0.5,0.4,0.046,0.9902,4.3,80.0,0
11.3,0.6,7.0,3.38,15.0,0.07,0.69,0.091,0.99572,2.5,21.0,0
11.3,0.6,7.0,3.38,15.0,0.07,0.69,0.091,0.99572,2.5,21.0,0
11.3,0.6,7.0,3.38,15.0,0.07,0.69,0.091,0.99572,2.5,21.0,0
13.3,0.53,7.1,3.3,14.0,0.12,0.39,0.065,0.99252,2.1,24.0,0
12.9,0.58,5.6,3.52,7.0,0.0,0.66,0.066,0.99256,2.5,15.0,1
12.3,0.55,6.6,3.44,21.0,0.0,0.5,0.062,0.99352,1.8,28.0,0
12.3,0.48,6.3,3.45,27.0,0.0,0.47,0.055,0.9922,1.4,33.0,0
11.2,0.65,10.7,3.12,17.0,0.37,0.4,0.081,0.99674,1.9,29.0,0
13.5,0.54,5.8,3.39,3.0,0.26,0.29,0.063,0.9915,1.7,11.0,0
11.5,0.6,6.3,3.51,26.0,0.0,0.76,0.072,0.99379,2.9,52.0,0
10.0,0.68,10.0,3.22,28.0,0.33,0.43,0.095,0.9984,2.7,89.0,1
10.5,0.69,10.5,3.21,24.0,0.35,0.43,0.092,0.99798,3.3,70.0,0
10.4,0.63,9.1,3.18,5.0,0.0,0.6,0.058,0.9977,1.9,10.0,0
9.5,0.44,5.9,3.32,57.0,0.21,0.19,0.045,0.99341,1.7,135.0,1
11.9,0.6,8.0,3.38,22.0,0.43,0.25,0.067,0.9946,1.7,50.0,0
11.4,0.76,10.4,3.22,6.0,0.45,0.52,0.08,0.99774,2.0,13.0,0
11.4,0.76,10.4,3.22,6.0,0.45,0.52,0.08,0.99774,2.0,13.0,0
9.1,0.58,7.5,3.14,29.0,0.15,0.41,0.104,0.99786,3.7,94.0,1
9.5,0.64,8.2,3.34,16.0,0.24,0.51,0.079,0.99764,2.0,86.0,0
9.5,0.65,7.3,3.41,33.0,0.3,0.4,0.08,0.9969,1.7,79.0,0
11.0,0.85,8.2,3.27,24.0,0.32,0.38,0.08,0.99624,2.5,71.0,0
11.4,0.65,6.9,3.3,6.0,0.11,0.45,0.043,0.99354,2.4,12.0,0
10.0,0.82,7.0,3.61,16.0,0.3,0.22,0.065,0.99672,1.8,20.0,0
10.1,0.62,7.3,3.43,35.0,0.23,0.32,0.066,0.99588,2.3,70.0,1
10.4,0.81,8.2,3.53,31.0,0.43,0.2,0.076,0.99672,2.5,51.0,0
9.8,0.87,7.8,3.28,6.0,0.12,0.5,0.178,0.996,1.8,21.0,0
11.6,0.66,7.8,3.39,9.0,0.42,0.39,0.086,0.99526,2.0,21.0,0
12.0,0.52,10.0,3.23,6.0,0.47,0.35,0.061,0.99585,2.0,11.0,0
12.5,0.65,6.1,3.46,16.0,0.23,0.58,0.044,0.99352,2.5,70.0,0
9.8,0.53,8.3,3.15,9.0,0.25,0.6,0.118,0.99616,2.2,38.0,1
11.1,0.66,9.6,3.23,17.0,0.35,0.42,0.083,0.99622,2.1,38.0,0
11.4,0.68,6.6,3.59,50.0,0.0,0.58,0.1,0.99544,2.2,63.0,0
9.8,0.53,8.3,3.15,9.0,0.25,0.6,0.118,0.99616,2.2,38.0,1
10.6,1.16,6.7,3.42,22.0,0.43,0.41,0.076,0.99572,2.8,54.0,0
10.8,0.67,10.2,3.16,11.0,0.43,0.41,0.11,0.99728,2.2,37.0,1
10.2,0.75,8.8,3.21,12.0,0.43,0.45,0.076,0.99551,1.4,21.0,0
10.0,0.67,9.0,3.29,10.0,0.24,0.785,0.078,0.99692,1.7,21.0,1
10.0,0.67,9.0,3.29,10.0,0.24,0.785,0.078,0.99692,1.7,21.0,1
9.4,1.1,8.5,3.01,15.0,0.5,0.44,0.369,0.99634,1.9,38.0,1
10.2,0.98,9.9,2.94,7.0,0.26,0.54,0.111,0.99709,2.0,60.0,1
12.0,0.56,6.5,3.21,8.0,0.27,0.34,0.067,0.99384,2.8,44.0,0
11.5,0.62,7.6,3.32,5.0,0.29,0.5,0.086,0.99502,2.3,14.0,0
10.5,0.67,9.2,3.2,5.0,0.34,0.36,0.062,0.99667,1.6,12.0,0
10.8,0.68,7.1,3.42,26.0,0.0,0.59,0.078,0.99522,2.2,44.0,0
12.3,0.74,9.7,3.27,5.0,0.46,0.42,0.074,0.99649,2.1,16.0,0
9.5,0.62,7.6,3.46,26.0,0.31,0.36,0.079,0.99716,1.7,65.0,0
9.5,0.62,7.6,3.46,26.0,0.31,0.36,0.079,0.99716,1.7,65.0,0
11.5,0.7,6.5,3.61,48.0,0.0,0.61,0.095,0.99541,2.2,59.0,0
11.4,0.73,5.6,3.68,17.0,0.0,0.915,0.041,0.99346,2.1,78.0,1
11.0,0.81,8.2,3.27,11.0,0.33,0.35,0.076,0.99599,2.4,47.0,0
11.0,0.81,8.2,3.27,11.0,0.33,0.35,0.076,0.99599,2.4,47.0,0
11.4,0.46,9.8,3.19,5.0,0.43,0.39,0.068,0.99478,1.65,11.0,1
10.5,0.86,10.2,3.38,41.0,0.4,0.4,0.068,0.99754,2.5,54.0,0
9.3,0.6,6.8,3.29,16.0,0.07,0.66,0.07,0.99572,1.6,61.0,1
10.9,0.7,6.7,3.36,11.0,0.23,0.64,0.08,0.99538,2.1,119.0,1
11.9,0.46,7.0,3.33,6.0,0.3,0.43,0.085,0.99346,2.0,39.0,0
12.2,0.5,6.6,3.52,6.0,0.03,0.8,0.079,0.9963,7.8,12.0,1
11.9,0.46,7.0,3.33,6.0,0.3,0.43,0.085,0.99346,2.0,39.0,0
10.9,0.7,6.7,3.36,11.0,0.23,0.64,0.08,0.99538,2.1,119.0,1
12.5,0.57,9.1,3.28,6.0,0.57,0.4,0.08,0.99652,4.6,20.0,0
10.8,0.51,6.5,3.56,6.0,0.0,0.885,0.166,0.99551,2.3,12.0,1
10.8,0.51,6.4,3.56,6.0,0.0,0.885,0.166,0.99551,2.3,12.0,1
9.5,0.59,7.0,3.22,15.0,0.12,0.745,0.114,0.99588,1.8,64.0,0
9.5,0.6,6.2,3.52,21.0,0.22,0.43,0.078,0.99633,1.8,56.0,0
9.5,0.58,7.9,3.21,23.0,0.23,0.58,0.076,0.99686,2.3,94.0,0
9.8,0.54,7.7,3.16,4.0,0.21,0.57,0.069,0.99458,1.5,9.0,0
10.9,0.79,7.7,3.15,19.0,0.26,0.26,0.052,0.9951,2.0,77.0,0
9.5,0.58,7.9,3.21,23.0,0.23,0.58,0.076,0.99686,2.3,94.0,0
9.8,0.54,7.7,3.16,4.0,0.21,0.57,0.069,0.99458,1.5,9.0,0
9.4,0.55,9.9,3.14,33.0,0.19,0.74,0.111,0.99878,5.8,76.0,1
10.0,0.94,9.9,3.35,24.0,0.55,0.72,0.136,0.99752,1.7,52.0,1
10.4,0.62,6.8,3.35,8.0,0.02,0.65,0.078,0.99498,2.1,15.0,0
9.3,0.62,6.6,3.32,22.0,0.15,0.44,0.076,0.9957,2.1,53.0,1
10.4,0.62,6.8,3.35,8.0,0.02,0.65,0.078,0.99498,2.1,15.0,0
10.5,0.75,9.6,3.15,5.0,0.42,0.38,0.071,0.99659,1.9,13.0,0
10.4,0.48,10.2,3.1,6.0,0.46,0.33,0.081,0.99628,1.9,9.0,0
11.3,0.56,8.8,3.26,20.0,0.46,0.27,0.095,0.99488,2.1,29.0,0
9.5,0.69,7.9,3.29,10.0,0.31,0.57,0.079,0.99677,2.0,79.0,0
12.0,0.81,8.2,3.23,43.0,0.37,0.34,0.057,0.99408,1.9,74.0,0
10.6,0.69,8.2,3.24,8.0,0.31,0.4,0.082,0.996,1.9,24.0,0
10.9,0.83,9.0,3.2,25.0,0.4,0.39,0.044,0.99478,1.3,50.0,0
11.5,0.77,10.9,3.28,17.0,0.52,0.32,0.132,0.99734,1.8,44.0,0
11.5,0.77,10.9,3.28,17.0,0.52,0.32,0.132,0.99734,1.8,44.0,0
9.6,0.46,8.1,3.26,33.0,0.22,0.53,0.078,0.99678,2.2,89.0,0
12.0,0.76,10.5,3.23,9.0,0.47,0.36,0.074,0.99638,2.2,23.0,0
10.3,0.82,12.6,3.07,8.0,0.49,0.39,0.08,0.9992,2.5,20.0,0
9.4,0.51,9.2,3.15,18.0,0.23,0.46,0.091,0.99922,2.6,77.0,1
9.2,0.47,7.5,3.02,27.0,0.03,0.58,0.08,0.99592,4.1,46.0,1
9.6,0.72,9.0,3.27,8.0,0.25,0.58,0.104,0.99769,2.0,21.0,1
9.5,0.64,7.6,3.4,19.0,0.29,0.43,0.075,0.99718,2.1,66.0,1
11.8,0.78,7.7,3.37,15.0,0.34,0.18,0.066,0.9947,2.7,58.0,0
10.8,0.62,7.8,3.38,48.0,0.01,0.815,0.074,0.99621,2.6,90.0,1
9.5,0.64,7.6,3.4,19.0,0.29,0.43,0.075,0.99718,2.1,66.0,1
12.8,0.4,7.1,3.39,11.0,0.01,0.75,0.059,0.99242,2.2,18.0,0
9.4,0.64,7.8,3.26,7.0,0.0,0.55,0.07,0.99659,1.7,17.0,0
12.8,0.4,7.1,3.39,11.0,0.01,0.75,0.059,0.99242,2.2,18.0,0
9.3,0.4,7.5,3.1,36.0,0.2,0.61,0.076,0.99494,1.7,60.0,1
9.8,0.59,9.8,3.16,28.0,0.39,0.37,0.079,0.99729,2.5,65.0,1
12.2,0.6,9.0,3.22,15.0,0.41,0.4,0.058,0.99414,2.0,40.0,0
9.5,0.62,8.3,3.37,10.0,0.22,0.56,0.082,0.9983,2.4,86.0,1
10.3,0.54,5.9,3.33,72.0,0.25,0.29,0.067,0.99721,13.4,160.0,0
10.5,0.68,7.4,3.49,15.0,0.19,0.55,0.082,0.99655,1.8,34.0,1
10.0,0.48,7.4,3.12,15.0,0.07,0.74,0.086,0.99502,1.7,48.0,1
10.5,0.68,7.4,3.49,15.0,0.19,0.55,0.082,0.99655,1.8,34.0,1
11.1,0.75,6.9,3.41,22.0,0.33,0.41,0.081,0.9949,2.2,36.0,0
10.9,0.61,7.1,3.4,24.0,0.01,0.6,0.079,0.99514,2.3,37.0,0
10.9,0.61,7.1,3.4,24.0,0.01,0.6,0.079,0.99514,2.3,37.0,0
9.8,0.59,7.5,3.28,27.0,0.14,0.58,0.077,0.9963,2.2,60.0,1
9.8,0.58,7.1,3.45,6.0,0.0,0.72,0.123,0.99627,1.8,14.0,1
9.5,0.58,7.9,3.43,6.0,0.0,0.66,0.096,0.99569,1.4,13.0,1
